"","np_id","formula","mw","alogp","mlogp","xlogp","hba","hbd","psa","rotatable_bond","rings","heavy_atom","lipinski_failure"
"1","NPC4665","C8H8O4",168.04,-1.1256,1.9,0.528,2,3,77.76,5,1,12,0
"2","NPC284550","C17H16O5",300.1,-1.2022,2.78,1.818,1,2,75.99,6,3,22,0
"3","NPC275356","C9H8O4",180.04,-0.3581,2.01,0.573,2,2,66.76,3,2,13,0
"4","NPC472909","C18H18O6",330.11,-1.254,2.78,1.374,1,2,85.22,8,3,24,0
"5","NPC251571","C18H19NO4",313.13,-0.6499,2.89,3.538,2,3,82.28,10,2,23,0
"6","NPC84585","C15H12O3",240.08,-0.8938,2.78,3.456,1,1,46.53,2,3,18,0
"7","NPC14248","C19H20O5",328.13,2.0804,3,3.711,3,0,61.83,8,3,24,0
"8","NPC154339","C10H9NO2",175.06,-1.3463,2.23,1.344,3,2,53.09,3,2,13,0
"9","NPC148270","C17H26O11",406.15,-3.3679,2.12,-2.002,11,6,175.37,13,3,28,2
"10","NPC23614","C21H18NO4.H2O",348.12,-1.7479,3.22,3.37,0,0,40.8,5,5,26,0
"11","NPC38065","C15H10O6",286.05,-2.5079,2.45,0.978,1,4,107.22,5,3,21,0
"12","NPC258780","C30H26O6",482.17,-1.6952,4.1,4.56,0,4,99.38,9,6,36,0
"13","NPC293852","C20H16O5",336.1,-0.5164,3.11,2.967,1,2,75.99,5,4,25,0
"14","NPC143326","C10H17NO6",247.11,-1.5784,1.79,-1.478,7,4,123.17,9,1,17,0
"15","NPC81654","C21H26N2O3.ClH",354.19,-1.212,3.22,2.857,5,2,65.56,4,5,26,0
"16","NPC215831","C15H18O3",246.13,1.0123,2.78,1.792,3,0,43.37,2,3,18,0
"17","NPC256925","C19H20O7",360.12,-1.3988,2.78,1.172,2,4,116.45,11,3,26,0
"18","NPC248944","C27H44O3",416.33,0.3408,4.1,7.306,3,1,38.69,5,6,30,1
"19","NPC224314","C56H90O24",1146.58,-6.4467,4.98,0.279,24,12,353.52,30,11,80,3
"20","NPC26229","C31H64",436.5,-8.2494,4.87,17.979,0,0,0,30,0,31,2
"21","NPC137669","C15H16O4",260.1,1.6319,2.67,2.808,1,0,44.76,7,2,19,0
"22","NPC472098","C19H22N2O3",326.16,-0.1339,3,1.773,4,0,43.7,4,5,24,0
"23","NPC303644","C16H12O5",284.07,-1.6391,2.67,2.031,1,2,75.99,5,3,21,0
"24","NPC1755","C14H12O5",260.07,-1.1783,2.45,1.038,0,2,72.06,6,3,19,0
"25","NPC198968","C28H48O2",416.37,1.5371,4.32,8.85,2,2,40.46,13,4,30,1
"26","NPC220705","C20H26O5",346.18,0.2798,3.11,3.404,5,2,83.83,6,4,25,0
"27","NPC238405","C20H18O8",386.1,-1.3536,2.78,2.403,2,0,81.68,9,4,28,0
"28","NPC243289","C18H16O2",264.12,0.7494,3.22,8.532,2,0,26.3,6,2,20,1
"29","NPC49074","C17H24O9",372.14,-2.2917,2.34,-0.417,6,5,138.07,14,2,26,0
"30","NPC130941","C24H27NO4",393.19,-0.7348,3.55,3.006,1,0,40.16,8,5,29,0
"31","NPC22324","C21H20O10",432.11,-3.1979,2.67,1.772,7,6,166.14,10,4,31,1
"32","NPC107540","C10H16O",152.12,0.4255,2.45,2.296,1,1,20.23,4,1,11,0
"33","NPC161151","C28H36O8",500.24,-2.1537,3.66,1.245,7,5,144.52,12,5,36,0
"34","NPC76376","C20H20O8",388.12,-1.563,2.78,1.957,2,1,92.68,12,3,28,0
"35","NPC74539","C12H8O4",216.04,0.0641,2.34,1.69,1,0,48.67,2,3,16,0
"36","NPC175313","C9H10O",134.07,0.5684,2.34,3.139,0,1,20.23,3,1,10,0
"37","NPC97028","C17H16O5",300.1,-1.4571,2.78,1.827,1,2,75.99,7,3,22,0
"38","NPC179261","C42H62O17",838.4,-4.2085,4.21,0.35,17,9,263.75,21,8,59,2
"39","NPC41217","C25H38O3",386.28,1.9285,3.88,6.331,3,1,54.37,11,3,28,1
"40","NPC198621","C39H54O6",618.39,1.3091,5.09,10.626,5,3,104.06,15,6,45,1
"41","NPC216605","C20H27NO11",457.16,-4.0765,2.34,-0.64,12,7,202.32,14,3,32,2
"42","NPC307063","C30H50O",426.39,3.2175,4.65,12.613,1,0,17.07,8,5,31,1
"43","NPC133671","C21H20O11",448.1,-4.4318,2.56,0.18,7,7,186.37,11,4,32,1
"44","NPC149018","C15H24O10",364.14,-3.8944,2.01,-2.081,10,7,169.3,11,3,25,1
"45","NPC197107","C15H22O6",298.14,-1.7841,2.45,-1.429,6,4,102.68,7,4,21,0
"46","NPC66404","C21H24O7",388.15,-1.6519,3,5.887,3,3,113.29,15,2,28,1
"47","NPC189917","C30H48O",424.37,2.6799,4.65,11.557,1,0,17.07,11,5,31,1
"48","NPC40364","C15H8N2O2",248.06,-0.3086,2.67,0.16,4,1,58.53,0,4,19,0
"49","NPC131557","C19H14O8",370.07,-1.5527,2.67,2.33,2,0,81.68,5,5,27,0
"50","NPC74539","C12H8O4",216.04,0.0641,2.34,1.69,1,0,48.67,2,3,16,0
"51","NPC174760","C15H13NO4",271.08,-0.7638,2.56,2.559,3,2,71.55,6,3,20,0
"52","NPC32222","C15H26O",222.2,1.3573,3,5.176,1,1,20.23,5,3,16,1
"53","NPC55832","C25H26O6",422.17,1.2469,3.55,3.489,1,4,107.22,13,3,31,0
"54","NPC475506","C40H60N8O8",780.45,-1.1651,4.1,4.483,16,8,251.87,23,4,56,2
"55","NPC202868","C30H50O3",458.38,1.4449,4.43,8.285,3,2,57.53,16,4,33,1
"56","NPC93241","C18H12O3",276.08,0.6023,3.11,4.57,2,0,47.28,2,4,21,0
"57","NPC155847","C10H15NO",165.12,0.0247,2.34,1.733,1,1,23.47,6,1,12,0
"58","NPC264317","C30H48O3",456.36,2.3495,4.43,9.407,3,2,57.53,10,5,33,1
"59","NPC58229","C20H22O6",358.14,-0.1617,3,4.059,1,0,63.22,13,2,26,0
"60","NPC247553","C9H6O3",162.03,-0.1903,2.12,1.532,1,1,46.53,1,2,12,0
"61","NPC26413","C32H48O5",512.35,1.4162,4.43,8.442,5,1,80.67,12,5,37,1
"62","NPC248573","C14H12O3",228.08,-0.9131,2.67,3.436,0,3,60.69,5,2,17,0
"63","NPC40364","C15H8N2O2",248.06,-0.3086,2.67,0.16,4,1,58.53,0,4,19,0
"64","NPC155847","C10H15NO",165.12,0.0247,2.34,1.733,1,1,23.47,6,1,12,0
"65","NPC217176","C14H13NO4",259.08,-0.3095,2.45,1.624,1,0,53.72,6,3,19,0
"66","NPC218614","C18H21NO5",331.14,-1.101,2.78,0.419,4,1,60.39,4,5,24,0
"67","NPC73855","C21H20O12",464.1,-4.8524,2.45,-0.185,6,8,206.6,12,4,33,1
"68","NPC296686","C33H55NO7",577.4,-2.1127,4.21,4.297,8,6,131.64,14,6,41,1
"69","NPC120217","C14H17NO6",295.11,-2.3296,2.23,0.897,7,4,123.17,8,2,21,0
"70","NPC78302","C20H20O10",420.11,-2.4836,2.56,0.031,2,3,133.14,14,3,30,0
"71","NPC477043","C30H45NO3",467.34,1.022,4.32,7.325,4,3,73.32,12,5,34,1
"72","NPC86412","C6H14O6",182.08,-2.9402,1.46,-3.896,6,6,121.38,11,0,12,1
"73","NPC52086","C11H10O5",222.05,-0.2939,2.12,0.644,1,1,64.99,5,2,16,0
"74","NPC240915","C11H8O5",220.04,-0.0845,2.12,1.09,1,0,53.99,2,3,16,0
"75","NPC159168","C30H50O5",490.37,0.2016,4.21,6.079,5,5,101.15,13,5,35,1
"76","NPC264317","C30H48O3",456.36,2.3495,4.43,9.407,3,2,57.53,10,5,33,1
"77","NPC300684","C21H22O9",418.13,-3.9997,2.78,-0.688,7,7,167.91,10,4,30,1
"78","NPC133671","C21H20O11",448.1,-4.4318,2.56,0.18,7,7,186.37,11,4,32,1
"79","NPC39822","C21H25N3O4",383.18,-0.8226,3,2.26,6,3,105.72,9,4,28,0
"80","NPC192638","C30H50O",426.39,3.2313,4.65,11.901,1,1,20.23,9,5,31,1
"81","NPC295823","C53H86O21",1058.57,-4.0046,4.98,4.081,21,12,333.67,31,9,74,3
"82","NPC20511","C11H10O5",222.05,-0.2939,2.12,0.644,1,1,64.99,5,2,16,0
"83","NPC165128","C22H26O5",370.18,0.1308,3.33,5.198,1,0,46.15,10,4,27,1
"84","NPC192638","C30H50O",426.39,3.2313,4.65,11.901,1,1,20.23,9,5,31,1
"85","NPC163004","C20H28O6",364.19,-1.1031,3,-1.052,6,5,118.22,10,4,26,0
"86","NPC168250","C21H22N2O5",382.15,-0.9205,3,-0.021,4,1,72.75,4,5,28,0
"87","NPC178383","C30H50O2",442.38,2.1406,4.54,9.714,2,2,40.46,10,5,32,1
"88","NPC275722","C16H12O5",284.07,-1.476,2.67,3.148,1,2,75.99,5,3,21,0
"89","NPC213711","C20H22O6",358.14,-1.4726,3,2.6,2,2,77.38,9,4,26,0
"90","NPC129372","C36H62O9",638.44,0.0217,4.43,4.981,9,7,160.07,22,5,45,1
"91","NPC266383","C15H24N2O",248.19,-1.9058,2.78,1.381,3,0,23.55,0,4,18,0
"92","NPC259733","C30H48O5",488.35,0.822,4.21,5.966,5,4,97.99,12,5,35,1
"93","NPC34770","C14H13NO4",259.08,-0.3095,2.45,1.624,1,0,53.72,6,3,19,0
"94","NPC292792","C11H14O2",178.1,0.9251,2.45,3.003,0,0,18.46,6,1,13,0
"95","NPC245029","C30H50O3",458.38,2.1607,4.43,8.321,3,1,46.53,11,5,33,1
"96","NPC142415","C30H48O3",456.36,2.1298,4.43,9.052,3,2,57.53,10,5,33,1
"97","NPC307063","C30H50O",426.39,3.2175,4.65,12.613,1,0,17.07,8,5,31,1
"98","NPC248573","C14H12O3",228.08,-0.9131,2.67,3.436,0,3,60.69,5,2,17,0
"99","NPC28337","C13H12O3",216.08,0.2856,2.56,2.112,1,1,50.44,5,2,16,0
"100","NPC471426","C60H98O26",1234.63,-5.1917,5.2,2.262,26,13,390.82,36,11,86,3
"101","NPC74539","C12H8O4",216.04,0.0641,2.34,1.69,1,0,48.67,2,3,16,0
"102","NPC7715","C36H38N2O6",594.27,-0.543,4.54,5.06,2,2,83.86,8,6,44,1
"103","NPC475118","C22H30O5",374.21,0.4082,3.33,3.535,5,1,80.67,7,4,27,0
"104","NPC86412","C6H14O6",182.08,-2.9402,1.46,-3.896,6,6,121.38,11,0,12,1
"105","NPC202672","C20H30O4",334.21,2.2235,3.22,3.26,4,2,66.76,5,2,24,0
"106","NPC148497","C18H14O6",326.08,-1.073,2.78,2.552,1,0,63.22,5,4,24,0
"107","NPC469816","C20H21NO6",371.14,-0.7873,2.89,2.548,3,2,86.25,8,4,27,0
"108","NPC80781","C24H32O7",432.21,0.4601,3.33,4.608,7,1,106.97,13,3,31,0
"109","NPC80710","C16H12O5",284.07,-1.6391,2.67,2.031,1,2,75.99,5,3,21,0
"110","NPC20713","C20H26O4",330.18,2.2498,3.22,2.424,4,0,55.9,3,3,24,0
"111","NPC158756","C19H24O6",348.16,1.1041,2.89,0.573,6,2,93.06,8,2,25,0
"112","NPC215932","C20H20O7",372.12,-0.7626,2.89,2.236,1,0,72.45,11,3,27,0
"113","NPC290193","C20H28O2",300.21,1.2681,3.44,5.497,1,1,33.37,6,3,22,1
"114","NPC10908","C38H42N2O6",622.3,0.274,4.76,6.098,2,0,61.86,10,6,46,1
"115","NPC473716","C38H38N2O7",634.27,-0.6655,4.65,5.814,3,0,78.93,7,7,47,1
"116","NPC35599","C10H15NO2S",213.08,-1.4496,2.12,2.831,3,1,54.55,6,1,14,0
"117","NPC26974","C29H60",408.47,-7.6734,4.65,16.841,0,0,0,28,0,29,2
"118","NPC184649","C16H14O5",286.08,-1.5234,2.67,1.249,1,2,75.99,5,3,21,0
"119","NPC80230","C22H22O7",398.14,-0.6687,3.11,2.289,2,0,72.45,7,5,29,0
"120","NPC243601","C20H30O",286.23,1.2101,3.55,8.144,1,1,20.23,7,3,21,1
"121","NPC190931","C21H25NO5",371.17,-0.6064,3.11,1.397,3,1,66.02,10,3,27,0
"122","NPC174336","C98H155NO46",2081.98,-8.1398,7.07,-1.241,47,25,735.46,76,13,145,3
"123","NPC74539","C12H8O4",216.04,0.0641,2.34,1.69,1,0,48.67,2,3,16,0
"124","NPC34770","C14H13NO4",259.08,-0.3095,2.45,1.624,1,0,53.72,6,3,19,0
"125","NPC121517","C4H9NO2",103.06,-1.3835,1.57,-2.466,3,2,63.32,5,0,7,0
"126","NPC145832","C20H23NO4",341.16,-0.221,3.11,1.718,1,1,51.16,8,4,25,0
"127","NPC212631","C16H14O4",270.09,-0.8751,2.78,4.767,1,2,66.76,7,2,20,0
"128","NPC259733","C30H48O5",488.35,0.822,4.21,5.966,5,4,97.99,12,5,35,1
"129","NPC133671","C21H20O11",448.1,-4.4318,2.56,0.18,7,7,186.37,11,4,32,1
"130","NPC235076","C20H15NO4",333.1,-0.4063,3.11,3.243,1,0,49.81,4,5,25,0
"131","NPC293908","C6H14O6",182.08,-2.9402,1.46,-3.896,6,6,121.38,11,0,12,1
"132","NPC86008","C28H32O17",640.16,-6.3762,2.67,-2.039,12,11,285.75,19,5,45,2
"133","NPC247364","C15H14O4",258.09,-0.9649,2.67,2.781,0,3,69.92,7,2,19,0
"134","NPC221196","C29H49NO5",491.36,-0.8597,3.99,4.32,6,2,77.02,12,5,35,0
"135","NPC215831","C15H18O3",246.13,1.0123,2.78,1.792,3,0,43.37,2,3,18,0
"136","NPC215831","C15H18O3",246.13,1.0123,2.78,1.792,3,0,43.37,2,3,18,0
"137","NPC1940","C15H12O5",272.07,-2.0063,2.56,1.525,2,3,86.99,4,3,20,0
"138","NPC328497","C18H36O3",300.27,-4.6964,3.11,6.623,3,2,57.53,19,0,21,2
"139","NPC200388","C18H16O8",360.08,-2.38,2.56,0.919,2,3,114.68,10,3,26,0
"140","NPC31279","C10H10O2",162.07,0.726,2.34,2.93,0,0,18.46,2,2,12,0
"141","NPC52086","C11H10O5",222.05,-0.2939,2.12,0.644,1,1,64.99,5,2,16,0
"142","NPC45873","C15H10O6",286.05,-2.3448,2.45,1.462,1,4,107.22,5,3,21,0
"143","NPC248703","C26H32O8",472.21,-0.6611,3.44,1.151,8,2,111.52,6,4,34,0
"144","NPC43300","C30H48O",424.37,3.801,4.65,11.294,1,0,17.07,8,5,31,1
"145","NPC235076","C20H15NO4",333.1,-0.4063,3.11,3.243,1,0,49.81,4,5,25,0
"146","NPC230479","C16H16O4",272.1,-1.0998,2.78,2.326,0,2,58.92,5,3,20,0
"147","NPC306843","C19H21NO4",327.15,-0.6295,3,1.199,1,2,62.16,7,4,24,0
"148","NPC74539","C12H8O4",216.04,0.0641,2.34,1.69,1,0,48.67,2,3,16,0
"149","NPC473072","C29H32O17",652.16,-5.5729,2.78,-1.096,11,8,252.75,17,6,46,2
"150","NPC34770","C14H13NO4",259.08,-0.3095,2.45,1.624,1,0,53.72,6,3,19,0
"151","NPC177035","C26H36O11",524.23,-4.9402,3.11,1.194,7,8,189.53,21,3,37,2
"152","NPC198314","C20H28O4",332.2,1.6498,3.22,1.809,4,1,63.6,7,2,24,0
"153","NPC125659","C11H14N4O4",266.1,-2.2791,1.79,-1.263,8,4,126.65,6,3,19,0
"154","NPC242712","C11H10O3",190.06,0.1176,2.34,1.703,1,1,46.53,3,2,14,0
"155","NPC78540","C15H10O4",254.06,-1.4242,2.67,3.163,1,2,66.76,3,3,19,0
"156","NPC73855","C21H20O12",464.1,-4.8524,2.45,-0.185,6,8,206.6,12,4,33,1
"157","NPC175313","C9H10O",134.07,0.5684,2.34,3.139,0,1,20.23,3,1,10,0
"158","NPC137669","C15H16O4",260.1,1.6319,2.67,2.808,1,0,44.76,7,2,19,0
"159","NPC292792","C11H14O2",178.1,0.9251,2.45,3.003,0,0,18.46,6,1,13,0
"160","NPC31279","C10H10O2",162.07,0.726,2.34,2.93,0,0,18.46,2,2,12,0
"161","NPC300727","C24H26O6",410.17,1.259,3.44,3.462,1,3,96.22,13,3,30,0
"162","NPC317900","C14H10O5",258.05,-1.6014,2.45,0.702,3,2,87.74,4,3,19,0
"163","NPC192638","C30H50O",426.39,3.2313,4.65,11.901,1,1,20.23,9,5,31,1
"164","NPC255801","C32H42O8",554.29,1.3981,4.1,5.244,2,5,144.52,25,2,40,2
"165","NPC133671","C21H20O11",448.1,-4.4318,2.56,0.18,7,7,186.37,11,4,32,1
"166","NPC103904","C17H14O5",298.08,-1.4076,2.78,3.922,2,1,64.99,6,3,22,0
"167","NPC319404","C40H46O13",734.29,-1.0094,4.43,6.344,13,2,173.35,20,4,53,3
"168","NPC210460","C17H16O5",300.1,1.4778,2.78,2.447,1,0,57.9,7,3,22,0
"169","NPC2476","C20H20O8",388.12,-1.2229,2.78,1.273,1,1,92.68,12,3,28,0
"170","NPC74539","C12H8O4",216.04,0.0641,2.34,1.69,1,0,48.67,2,3,16,0
"171","NPC272064","C31H20O10",552.11,-3.0543,3.77,3.708,2,4,151.98,10,6,41,0
"172","NPC45777","C45H65N7O11",879.47,-0.1531,4.43,8.214,18,9,294.89,31,3,63,4
"173","NPC23614","C21H18NO4.H2O",348.12,-1.7479,3.22,3.37,0,0,40.8,5,5,26,0
"174","NPC53740","C16H22O3",262.16,1.3027,2.89,3.052,1,3,60.69,11,1,19,0
"175","NPC476855","C28H34O12",562.21,-0.5043,3.22,0.308,12,2,175.26,11,6,40,1
"176","NPC271385","C21H20O10",432.11,-3.0134,2.67,-0.444,7,6,173.98,10,4,31,1
"177","NPC161928","C28H46O5",462.33,0.0059,3.99,4.83,5,3,79.15,9,6,33,0
"178","NPC281131","C21H20O12",464.1,-4.8921,2.45,-0.354,7,8,206.6,12,4,33,1
"179","NPC26974","C29H60",408.47,-7.6734,4.65,16.841,0,0,0,28,0,29,2
"180","NPC149018","C15H24O10",364.14,-3.8944,2.01,-2.081,10,7,169.3,11,3,25,1
"181","NPC106247","C20H30O3",318.22,0.5729,3.33,4.717,2,1,45.9,6,3,23,0
"182","NPC288840","C30H18O10",538.09,-3.8579,3.66,2.632,2,6,173.98,9,6,40,1
"183","NPC103290","C15H26",206.2,2.1274,3.11,7.043,0,0,0,4,2,15,1
"184","NPC316746","C19H23NO2",297.17,2.7839,3.22,5.593,3,1,49.66,9,2,22,1
"185","NPC241911","C16H22O10",374.12,-3.1722,2.12,-2.175,10,6,166.14,11,3,26,1
"186","NPC166506","C22H26O7",402.17,-0.8411,3.11,2.09,1,2,86.61,10,4,29,0
"187","NPC202474","C12H14O4",222.09,0.1106,2.34,1.975,2,1,55.76,8,1,16,0
"188","NPC66349","C21H22O5",354.15,0.542,3.22,4.219,1,3,86.99,12,2,26,0
"189","NPC308906","C24H25N5O5",463.19,-0.5166,3,3.191,7,1,110.77,13,4,34,0
"190","NPC162685","C30H52O",428.4,2.7057,4.65,13.048,1,1,20.23,10,5,31,1
"191","NPC12016","C35H44O9",608.3,1.324,4.32,6.509,9,1,125.43,18,4,44,1
"192","NPC253675","C16H9NO3",263.06,-0.9375,2.78,2.798,2,0,40.46,0,5,20,0
"193","NPC175313","C9H10O",134.07,0.5684,2.34,3.139,0,1,20.23,3,1,10,0
"194","NPC198023","C15H22",202.17,2.8428,3.11,7.712,0,0,0,8,1,15,1
"195","NPC39064","C16H14O4",270.09,-1.1652,2.78,2.314,0,1,47.92,3,4,20,0
"196","NPC140840","C15H10O5",270.05,-1.7778,2.56,2.329,1,3,86.99,4,3,20,0
"197","NPC23294","C18H17NO3",295.12,0.344,3,3.28,2,3,73.32,7,3,22,0
"198","NPC137352","C28H36O8",500.24,1.4737,3.66,3.598,2,1,92.68,18,3,36,0
"199","NPC150560","C5H9NO",99.07,-0.8354,1.79,0.464,2,1,32.59,1,1,7,0
"200","NPC49168","C30H50O",426.39,1.9488,4.65,11.97,1,1,20.23,12,5,31,1
"201","NPC95898","C12H8N2O4",244.05,-0.9672,2.12,1.214,0,2,91.38,2,3,18,0
"202","NPC244543","C26H27N3O4",445.2,-0.1411,3.55,2.256,6,2,94.99,5,5,33,0
"203","NPC307063","C30H50O",426.39,3.2175,4.65,12.613,1,0,17.07,8,5,31,1
"204","NPC160381","C14H11NO2",225.08,-0.4092,2.67,3.425,3,1,42.09,3,3,17,0
"205","NPC137669","C15H16O4",260.1,1.6319,2.67,2.808,1,0,44.76,7,2,19,0
"206","NPC78505","C17H14O6",314.08,-1.1433,2.67,0.935,2,1,82.06,7,3,23,0
"207","NPC307063","C30H50O",426.39,3.2175,4.65,12.613,1,0,17.07,8,5,31,1
"208","NPC93071","C35H54O2",506.41,1.8045,5.09,12.181,1,2,40.46,14,5,37,1
"209","NPC228504","C25H28O5",408.19,1.2952,3.66,4.189,1,3,86.99,12,3,30,0
"210","NPC48638","C10H16",136.13,1.7112,2.56,4.427,0,0,0,4,1,10,0
"211","NPC311579","C21H20O6",368.13,-0.69,3.11,2.263,2,2,85.22,7,4,27,0
"212","NPC4286","C19H26O3",302.19,0.4159,3.22,3.86,2,2,49.69,8,3,22,0
"213","NPC187661","C15H18O4",262.12,0.3161,2.67,-0.398,4,2,66.76,2,3,19,0
"214","NPC120994","C28H40O10S",568.23,-0.2442,3.33,1.937,10,3,168.34,12,6,39,0
"215","NPC10908","C38H42N2O6",622.3,0.274,4.76,6.098,2,0,61.86,10,6,46,1
"216","NPC152097","C16H22O2",246.16,2.189,3,4.162,0,2,40.46,10,1,18,0
"217","NPC33320","C12H8O4",216.04,0.0641,2.34,1.69,1,0,48.67,2,3,16,0
"218","NPC305710","C39H52O6",616.38,4.2813,5.09,8.972,4,1,89.9,21,4,45,1
"219","NPC264317","C30H48O3",456.36,2.3495,4.43,9.407,3,2,57.53,10,5,33,1
"220","NPC289358","C38H50O6",602.36,4.7924,4.98,9.66,4,3,111.9,23,3,44,2
"221","NPC269367","C12H9NO2",199.06,-0.2059,2.45,2.723,1,0,35.26,2,3,15,0
"222","NPC84684","C40H40O10",680.26,-1.7585,4.76,3.282,2,4,136.3,16,7,50,0
"223","NPC76213","C17H19NO3",285.14,-1.1136,2.89,2.236,1,3,61.72,6,3,21,0
"224","NPC73855","C21H20O12",464.1,-4.8524,2.45,-0.185,6,8,206.6,12,4,33,1
"225","NPC274618","C20H18O11",434.08,-4.3814,2.45,-0.111,6,7,186.37,10,4,31,1
"226","NPC171317","C35H48N8O7",692.36,-4.3095,3.66,1.69,15,6,219.36,13,5,50,2
"227","NPC477635","C131H204N36O36S6",3049.36,-10.0103,7.29,-0.547,72,40,1360.62,86,8,209,3
"228","NPC307164","C31H46O4",482.34,3.3429,4.43,9.853,4,0,52.6,14,5,35,1
"229","NPC75844","C4H3FN2O2",130.02,-0.4409,1.35,-0.503,2,2,66.24,3,1,9,0
"230","NPC471188","C19H26O2",286.19,0.7475,3.33,4.733,2,1,37.3,6,3,21,0
"231","NPC191012","C16H16O4",272.1,-0.1834,2.78,2.213,2,1,59.67,6,3,20,0
"232","NPC264317","C30H48O3",456.36,2.3495,4.43,9.407,3,2,57.53,10,5,33,1
"233","NPC11799","C13H14O2",202.1,0.7579,2.67,2.26,1,0,26.3,4,2,15,0
"234","NPC202391","C26H32O12",536.19,-2.7807,3,1.723,11,5,181.44,16,4,38,1
"235","NPC328374","C25H34O9",478.22,-1.5527,3.22,0.985,9,3,139.59,12,5,34,0
"236","NPC144547","C18H14O3",278.09,-0.0693,3.11,4.453,3,0,43.37,2,4,21,0
"237","NPC137669","C15H16O4",260.1,1.6319,2.67,2.808,1,0,44.76,7,2,19,0
"238","NPC151171","C41H44N4O5",672.33,-0.6913,4.98,4.635,8,2,94.58,11,10,50,0
"239","NPC33320","C12H8O4",216.04,0.0641,2.34,1.69,1,0,48.67,2,3,16,0
"240","NPC53206","C15H10O4",254.06,-0.8062,2.67,1.838,2,2,74.6,3,3,19,0
"241","NPC235557","C38H54O7",622.39,0.6211,4.87,8.607,5,5,127.45,16,6,45,1
"242","NPC248068","C20H28O4",332.2,-0.3366,3.22,5.003,2,3,77.76,9,3,24,1
"243","NPC306365","C27H34O5",438.24,1.8313,3.88,6.456,3,0,61.83,10,4,32,1
"244","NPC255580","C17H20O5",304.13,0.9094,2.78,0.63,5,0,69.67,6,3,22,0
"245","NPC25666","C21H26O5",358.18,-0.5092,3.22,2.381,5,0,69.67,9,3,26,0
"246","NPC274327","C18H16O7",344.09,-1.5796,2.67,1.198,1,2,94.45,9,3,25,0
"247","NPC225467","C30H48O",424.37,3.4176,4.65,12.495,1,0,17.07,8,5,31,1
"248","NPC300875","C21H22O4",338.15,0.7122,3.33,3.784,0,1,47.92,7,4,25,0
"249","NPC210434","C18H13NO3",291.09,-0.3674,3,3.348,2,0,48.42,4,4,22,0
"250","NPC128730","C14H14O3",230.09,1.2325,2.67,5.295,2,0,35.53,7,1,17,1
"251","NPC204960","C17H18O5",302.12,-1.1908,2.78,3.016,1,2,75.99,10,2,22,0
"252","NPC78540","C15H10O4",254.06,-1.4242,2.67,3.163,1,2,66.76,3,3,19,0
"253","NPC26974","C29H60",408.47,-7.6734,4.65,16.841,0,0,0,28,0,29,2
"254","NPC4152","C15H12O5",272.07,-2.0063,2.56,2.158,2,3,86.99,4,3,20,0
"255","NPC2370","C49H78O19",970.51,-3.2834,4.76,4.739,19,10,301.05,29,8,68,3
"256","NPC291454","C11H12O3",192.08,0.1539,2.34,2.776,2,1,46.53,3,2,14,0
"257","NPC476835","C35H54O9",618.38,-1.0732,4.32,4.564,9,5,138.07,14,8,44,0
"258","NPC89294","C30H48O2",440.37,4.1709,4.54,10.921,2,1,37.3,12,4,32,1
"259","NPC239890","C22H20O8",412.12,-1.0923,3,1.212,3,0,89.52,7,5,30,0
"260","NPC282339","C21H26N2O2",338.2,-0.9232,3.33,3.643,4,1,41.57,3,4,25,0
"261","NPC20500","C19H20O5",328.13,-0.5785,3,2.118,4,0,65.74,1,5,24,0
"262","NPC40364","C15H8N2O2",248.06,-0.3086,2.67,0.16,4,1,58.53,0,4,19,0
"263","NPC73300","C27H44O8",496.3,-1.7987,3.55,0.32,8,7,158.68,17,4,35,1
"264","NPC471375","C54H88O23",1104.57,-4.5179,4.87,2.073,23,12,352.13,32,10,77,3
"265","NPC307063","C30H50O",426.39,3.2175,4.65,12.613,1,0,17.07,8,5,31,1
"266","NPC123505","C15H20O4",264.14,-0.2514,2.67,0.361,4,1,59.06,4,4,19,0
"267","NPC26229","C31H64",436.5,-8.2494,4.87,17.979,0,0,0,30,0,31,2
"268","NPC38065","C15H10O6",286.05,-2.5079,2.45,0.978,1,4,107.22,5,3,21,0
"269","NPC202642","C30H50O",426.39,3.8675,4.65,10.21,1,1,20.23,13,4,31,1
"270","NPC49833","C21H28O8",408.18,-0.6645,2.89,-0.054,8,4,125.68,7,4,29,0
"271","NPC226988","C15H20O2",232.15,0.6791,2.89,3.681,2,0,26.3,1,3,17,0
"272","NPC247553","C9H6O3",162.03,-0.1903,2.12,1.532,1,1,46.53,1,2,12,0
"273","NPC473780","C35H64O6",580.47,-8.1153,4.65,10.114,6,3,96.22,31,2,41,2
"274","NPC247743","C14H16O3",232.11,0.7061,2.67,1.816,1,0,35.53,6,2,17,0
"275","NPC32739","C20H20O5",340.13,0.063,3.11,2.367,1,3,86.99,8,3,25,0
"276","NPC133671","C21H20O11",448.1,-4.4318,2.56,0.18,7,7,186.37,11,4,32,1
"277","NPC254538","C21H26O12",470.14,-2.9991,2.45,-0.77,12,5,181.44,13,4,33,1
"278","NPC208094","C20H26O5",346.18,0.4274,3.11,3.719,5,2,83.83,8,3,25,0
"279","NPC37929","C19H32O3",308.24,-0.9206,3.22,6.17,3,0,35.53,15,1,22,1
"280","NPC471854","C32H48O8",560.33,0.6307,4.1,1.82,8,4,141.36,19,4,40,0
